pge2	il-10	[amod, production, dobj, inhibited, nsubj]	1.0
pge2	il-10	[nn, production, dobj, inhibited, nsubj]	1.0
pge2	il-10	[nsubj, inducer, prep_of]	1.0
pge2	il-10	[amod, production, prep_by]	1.0
pramipexole	hoct1	[nsubj, substrate, prep_for]	1.0
pge2	il-11	[agent, regulated, nsubjpass, production, prep_of]	1.0
pge2	il-17	[appos, synthesis, dobj, increased, nsubj]	1.0
pge2	il-17	[prep_of, presence, prep_in, triggering, partmod, tcr, nsubj, increased, dobj, production, amod]	1.0
pge2	il-17	[amod, production, amod]	1.0
pge2	il-18	[appos, concentrations, prep_of]	1.0
pge2	il-18	[appos, interleukin, appos]	1.0
bisphosphonate	pthrp	[xsubj, patients, nsubj, had, dobj, levels, nn]	1.0
cisplatin	ghsr	[nsubj, increased, dobj, expression, amod]	1.0
rofecoxib	icer	[nsubj, had, dobj]	1.0
rofecoxib	icer	[nsubj, had, dobj, ratio, appos]	1.0
flurbiprofen	ml-1	[nn, pretreatment, dep]	1.0
sulfasalazine	sasp	[amod, molecule, appos]	1.0
sulfasalazine	sasp	[nn, metabolism, appos]	1.0
sulfasalazine	sasp	[amod, group, appos]	1.0
taurine	nt-3	[dep, factors, dep]	1.0
trastuzumab	cd24	[prep_to, refractoriness, nsubj, relate, prep_to, regulation, prep_of, phenotype, nn]	1.0
octreotide	hsst	[prep_of, receptors, nn]	1.0
pioglitazone	en-rage	[nsubj, inhibited, dobj, induction, prep_of, mrna, nn]	1.0
pge2	il-27	[nsubj, regulate, dobj]	1.0
pge2	il-27	[nn, production, nn]	1.0
pge2	il-27	[nsubj, inhibits, dobj, production, nn]	1.0
torasemide	cyp2c9	[amod, phenytoin, amod, losartan, prep_including, drugs, dobj, metabolizes, nsubj]	1.0
nadh	oxidoreductase	[dobj, reduced, nsubj]	1.0
nadh	oxidoreductase	[prep_for, showed, nsubj]	1.0
nadh	oxidoreductase	[appos, activity, nn]	1.0
nadh	oxidoreductase	[amod, gene, nn]	1.0
nadh	oxidoreductase	[dobj, activities, amod]	1.0
nadh	oxidoreductase	[nn, activity, amod]	1.0
nadh	oxidoreductase	[nn, dehydrogenase, appos]	1.0
nadh	oxidoreductase	[nn, dehydrogenase, dep]	1.0
nadh	oxidoreductase	[prep_of, inhibitor, amod]	1.0
nadh	oxidoreductase	[prep_of, effect, nsubjpass, mediated, agent]	1.0
nadh	oxidoreductase	[prep_of, oxidation, amod]	1.0
nadh	oxidoreductase	[dep, activities, nn]	1.0
nadh	oxidoreductase	[dobj, activity, amod]	1.0
nadh	oxidoreductase	[dep, activity, amod]	1.0
nadh	oxidoreductase	[dep, shown, nsubjpass]	1.0
nadh	oxidoreductase	[dep, activity, nn]	1.0
nadh	oxidoreductase	[dobj, produce, nsubj]	1.0
nadh	oxidoreductase	[amod, dehydrogenase, appos]	1.0
nadh	oxidoreductase	[amod, activity, amod]	1.0
nadh	oxidoreductase	[dep, chain, dep]	1.0
nadh	oxidoreductase	[nn, activity, nn]	1.0
nadh	oxidoreductase	[prep_of, levels, amod]	1.0
nadh	oxidoreductase	[prep_of, addition, dep]	1.0
nadh	oxidoreductase	[nn, activities, nn]	1.0
nadh	oxidoreductase	[dep, ec, amod]	1.0
nadh	oxidoreductase	[appos, i, dep]	1.0
nadh	oxidoreductase	[amod, activity, nn]	1.0
nadh	oxidoreductase	[dep, i, amod]	1.0
nadh	oxidoreductase	[amod, activities, amod]	1.0
nadh	oxidoreductase	[nn, subunit, nn]	1.0
nadh	oxidoreductase	[nsubjpass, oxidized, agent]	1.0
nadh	oxidoreductase	[prep_of, amounts, prep_of, presence, prep_in]	1.0
nadh	oxidoreductase	[prep_of, biosynthesis, dep]	1.0
nadh	oxidoreductase	[nn, oxidase, appos]	1.0
nadh	oxidoreductase	[dep, type, dep]	1.0
hyaluronidase	has1	[amod, content, prep_with, correlated, partmod, expression, prep_of, synthases, appos]	1.0
pge2	il-23	[prep_on, production, nn]	1.0
corticosteroids	copd	[nsubjpass, used, prep_for, treatment, prep_of]	1.0
corticosteroids	copd	[prep_with, treated, partmod, patients, amod]	1.0
corticosteroids	copd	[prep_in, therapy, amod]	1.0
corticosteroids	copd	[prep_with, treated, partmod, disease, appos]	1.0
corticosteroids	copd	[prep_for, treatment, prep_of, disease, appos]	1.0
corticosteroids	copd	[prep_with, treated, rcmod]	1.0
corticosteroids	copd	[xsubj, treat, prep_with]	1.0
corticosteroids	copd	[nsubjpass, used, prep_in, patients, prep_with, disease, appos]	1.0
corticosteroids	copd	[nsubj, useful, prepc_in, treating, dobj]	1.0
corticosteroids	copd	[nsubjpass, used, prep_in, treatment, prep_of, disease, appos]	1.0
corticosteroids	copd	[nsubjpass, shown, prep_in]	1.0
corticosteroids	copd	[prep_for, treatment, prep_of]	1.0
corticosteroids	copd	[nsubjpass, administered, prep_in, patients, amod]	1.0
corticosteroids	copd	[prep_of, effect, dep]	1.0
corticosteroids	copd	[nsubjpass, used, prep_in, treatment, prep_of]	1.0
corticosteroids	copd	[prep_in, treatment, prep_of]	1.0
corticosteroids	copd	[xsubj, treat, dobj]	1.0
corticosteroids	copd	[dobj, received, nsubj, patients, prep_with]	1.0
corticosteroids	copd	[prep_in, disease, appos]	1.0
corticosteroids	copd	[prep_in, patients, prep_with]	1.0
corticosteroids	copd	[prep_with, treated, partmod]	1.0
corticosteroids	copd	[appos, exacerbation, appos]	1.0
corticosteroids	copd	[prep_in, patients, prep_with, disease, appos]	1.0
corticosteroids	copd	[nsubj, therapy, appos]	1.0
corticosteroids	copd	[amod, drugs, prep_in]	1.0
corticosteroids	copd	[prep_of, effects, dobj, evaluate, prep_in, patients, prep_with]	1.0
corticosteroids	copd	[xsubj, improve, prep_in]	1.0
corticosteroids	copd	[prep_in, exacerbations, prep_of]	1.0
corticosteroids	copd	[xsubj, effective, dep]	1.0
corticosteroids	copd	[prep_in, treatment, prep_of, exacerbations, amod]	1.0
corticosteroids	copd	[nsubj, effective, prep_in]	1.0
corticosteroids	copd	[dobj, using, partmod]	1.0
corticosteroids	copd	[prep_in, patients, amod]	1.0
corticosteroids	copd	[prep_in, patients, appos]	1.0
corticosteroids	copd	[prep_on, patients, prep_with]	1.0
corticosteroids	copd	[prep_with, disease, appos]	1.0
corticosteroids	copd	[nsubj, have, dep]	1.0
corticosteroids	copd	[prep_in, management, prep_of]	1.0
corticosteroids	copd	[prep_during, exacerbations, amod]	1.0
rapamycin	ikappabalpha	[nsubj, inhibited, dobj, degradation, nn]	1.0
il-2	ip-10	[nn, fasr, appos]	1.0
paclitaxel	gm-csf	[amod, factor, appos]	1.0
paclitaxel	gm-csf	[amod, support, appos]	1.0
camptothecin	rgs2	[amod, mrna, nn]	1.0
pgi2	pgdh	[dobj, inactivates, nsubj]	1.0
cisplatin	yb-1	[nn, resistance, dobj, confers, nsubj]	1.0
perifosine	pc-3	[amod, treatment, prep_of, cells, nn]	1.0
teicoplanin	g-csf	[nn, factor, appos]	1.0
g-csf	bfgf	[nn, administration, nn]	1.0
il-11	tlr4	[appos, pdgfa, appos]	1.0
perindopril	niddm	[prep_of, effects, dobj, compare, prep_in, patients, nn]	1.0
il-11	tlr2	[appos, pdgfa, appos]	1.0
trastuzumab	cd44	[nsubj, blocks, dobj]	1.0
trastuzumab	cd44	[prep_to, refractoriness, nsubj, relate, prep_to, regulation, prep_of, phenotype, nn]	1.0
fibrates	pparalpha	[appos, agonists, prep_of]	1.0
fibrates	pparalpha	[agent, activation, partmod]	1.0
fibrates	pparalpha	[prep_of, action, dobj, mediates, nsubj]	1.0
fibrates	pparalpha	[nsubjpass, shown, prep_to]	1.0
fibrates	pparalpha	[prep_such_as, agonists, nn]	1.0
fibrates	pparalpha	[amod, activators, nn]	1.0
fibrates	pparalpha	[agent, activated, nsubjpass]	1.0
fibrates	pparalpha	[prep_of, effects, dobj, mediates, nsubj]	1.0
fibrates	pparalpha	[nsubj, agonists, prep_of, alpha, appos]	1.0
fibrates	pparalpha	[appos, activators, nn]	1.0
fibrates	pparalpha	[prep_of, target, nsubj]	1.0
fibrates	pparalpha	[nsubj, ligands, appos]	1.0
fibrates	pparalpha	[appos, activators, prep_of]	1.0
fibrates	pparalpha	[nsubj, have, dep]	1.0
tropisetron	cyp2d6	[prep_of, pharmacokinetics, prep_on, evaluate, dobj, effect, prep_of, genotype, nn]	1.0
tropisetron	cyp2d6	[prep_of, efficacy, dobj, increase, prep_in, conclusion, conj_in, effects, prep_of]	1.0
tropisetron	cyp2d6	[nsubjpass, metabolized, agent]	1.0
gp120	gp160	[amod, subunits, prep_of]	1.0
gp120	gp160	[pobj, induced, nsubj]	1.0
gp120	gp160	[pobj, with, dep, with, pobj]	1.0
norepinephrine	acpd	[amod, acid, appos]	1.0
dexamethasone	visfatin	[nsubj, increased, dobj, mrna, nn]	1.0
fluorescein	cd11b	[prep_with, labeled, nsubj, antibodies, num]	1.0
desipramine	5-ht1c	[dep, maprotiline, appos, antidepressants, xsubj, display, acomp, high, prep_to, affinity, prep_for, receptors, num]	1.0
desipramine	5-ht1c	[amod, oxaprotiline, amod, antidepressants, xsubj, display, prep_for, receptors, num]	1.0
valsartan	oat3	[prep_of, values, prep_for]	1.0
dexamethasone	hc11	[prep_with, cells, amod]	1.0
dexamethasone	ck19	[agent, inhibited, nsubjpass, expression, amod]	1.0
phenytoin	calmodulin	[dep, antagonists, nn]	1.0
simvastatin	cd40l	[nsubj, prevented, dobj]	1.0
rituximab	fsgs	[amod, treatment, prep_of]	1.0
rituximab	fsgs	[nsubj, showed, prep_in]	1.0
rituximab	fsgs	[prep_with, treated, rcmod]	1.0
rituximab	fsgs	[nsubj, prevents, dobj]	1.0
rituximab	fsgs	[nsubjpass, used, prep_to]	1.0
rituximab	fsgs	[prep_with, treated, partmod]	1.0
rituximab	fsgs	[nsubj, treatment, prep_for]	1.0
rituximab	fsgs	[nsubj, option, prep_for]	1.0
noradrenaline	inositol	[agent, induced, partmod, phosphate, amod]	1.0
noradrenaline	inositol	[prep_in, reduction, nsubj, observed, advcl, observed, nsubj, reduction, prep_in, formation, amod]	1.0
noradrenaline	inositol	[agent, induced, partmod, phosphates, amod]	1.0
noradrenaline	inositol	[amod, accumulation, amod]	1.0
noradrenaline	inositol	[partmod, stimulated, dobj, accumulation, amod]	1.0
noradrenaline	inositol	[partmod, stimulated, dobj, formation, amod]	1.0
noradrenaline	inositol	[agent, stimulated, nsubjpass, hydrolysis, amod]	1.0
noradrenaline	inositol	[amod, accumulation, nn]	1.0
noradrenaline	inositol	[partmod, stimulated, dobj, production, amod]	1.0
noradrenaline	inositol	[nsubj, increased, dobj, accumulation, amod]	1.0
noradrenaline	inositol	[agent, induced, partmod, formation, amod]	1.0
cabergoline	ml-1	[nsubj, decreased, prep_to]	1.0
pgi2	pgd2	[nsubj, potent, prep_than]	1.0
pgi2	pgd2	[appos, prostacyclin, appos]	1.0
pgi2	pgd2	[appos, aa, appos]	1.0
pgi2	pgd2	[appos, alpha, appos]	1.0
pgi2	pgd2	[dep, aa, dep, rose, prep_with]	1.0
pgi2	pgd2	[nn, alpha, appos]	1.0
pgi2	pgd2	[appos, alpha, nn]	1.0
pgi2	pgd2	[nn, agonists, nn]	1.0
phenytoin	il-1	[appos, alpha, nn]	1.0
minocycline	bace1	[nsubj, had, dobj, effect, prep_on, expression, amod]	1.0
dexamethasone	bdnf	[amod, treatment, nsubj, decreased, dobj, levels, amod]	1.0
mexiletine	cyp2d6	[nsubjpass, metabolized, agent]	1.0
mexiletine	cyp2d6	[nsubjpass, catalyzed, agent]	1.0
mexiletine	cyp2d6	[prep_of, conversion, nsubjpass, catalyzed, agent]	1.0
mexiletine	cyp2d6	[amod, metabolism, prep_in, involved, partmod, isoform, nsubj]	1.0
torsemide	cyp2c9	[nsubjpass, metabolized, agent]	1.0
torsemide	cyp2c9	[amod, pharmacokinetics, prep_on, polymorphisms, num]	1.0
haloperidol	creb	[nsubj, induces, dobj, phosphorylation, amod]	1.0
suramin	s1p3	[dep, inhibitor, prep_of]	1.0
pentamidine	hapt1	[nn, activity, appos]	1.0
pentamidine	hapt1	[nn, transporter, appos]	1.0
aprotinin	tgfbeta	[nsubj, inhibit, dobj, activation, prep_of]	1.0
2-methoxyestradiol	hif-1	[amod, activity, prep_of]	1.0
tranilast	trpv2	[appos, inhibitor, prep_of]	1.0
nadh	ndufv1	[amod, production, appos]	1.0
vinorelbine	paris	[dep, navelbine, dep, co, appos]	1.0
glyburide	apoe	[nsubj, reduced, dobj, secretion, amod]	1.0
n-acetylcysteine	copd	[prep_to, assigned, nsubjpass, patients, prep_with]	1.0
capsaicin	rankl	[nsubj, enhanced, dobj]	1.0
raloxifene	caveolin-1	[nsubj, stimulates, dobj, transcription, amod]	1.0
raloxifene	caveolin-1	[nsubj, regulates, dobj, expression, amod]	1.0
isoflurane	cd11a	[nsubj, reduced, dobj, expression, prep_of]	1.0
isoflurane	cd11a	[nsubj, reduced, dobj, activation, prep_of]	1.0
carbachol	carb	[prep_of, action, appos]	1.0
carbachol	carb	[prep_with, activation, appos]	1.0
troglitazone	glut4	[prep_on, translocation, amod]	1.0
terbutaline	beta2	[appos, agonist, amod]	1.0
indinavir	mtor	[nsubj, affect, dobj, phosphorylation, prep_of]	1.0
noradrenaline	inos	[xsubj, inhibition, prep_of]	1.0
adomet	gnmt	[prep_with, complexed, partmod]	1.0
etoposide	bcl-2	[nsubj, decreased, dobj, expression, prep_of]	1.0
etoposide	bcl-2	[prep_to, increase, xsubj]	1.0
troglitazone	skp2	[nsubj, attenuated, dobj, expression, amod]	1.0
cisplatin	ercc1	[prep_to, confers, nsubj]	1.0
cisplatin	ercc1	[prep_of, influence, dobj, investigate, prep_on, expression, prep_of, gene, amod]	1.0
cisplatin	ercc1	[prep_for, marker, nsubj, expression, num]	1.0
cisplatin	ercc1	[nn, resistance, prep_with, associated, nsubjpass, expression, prep_of]	1.0
cisplatin	ercc1	[nn, induction, prep_of]	1.0
cisplatin	ercc1	[nn, resistance, prep_with, associated, nsubjpass, overexpression, nn]	1.0
cisplatin	ercc1	[prep_such_as, agents, prep_to, contributes, nsubj]	1.0
cisplatin	ercc1	[xcomp, repair, dobj]	1.0
cisplatin	ercc1	[nsubj, affect, dobj, expression, prep_of, mrna, nn]	1.0
il-1ra	inos	[nn, mice, prep_in, greater, nsubj, enhancement, prep_of, factor, appos]	1.0
il-1ra	inos	[nsubj, reduced, iobj]	1.0
chlorambucil	mrp1	[prep_in, cells, nn]	1.0
verapamil	mcp-1	[nsubj, reduced, dobj, levels, nn]	1.0
verapamil	mcp-1	[nsubj, reduced, dobj, effect, prep_of]	1.0
l-arg	apoe	[nn, administration, prep_to]	1.0
tamoxifen	muc1	[nn, treatment, prep_following]	1.0
raloxifene	igfbp-3	[nsubj, increased, dobj, levels, nn]	1.0
erlotinib	survivin	[nsubj, affect, dobj, expression, nn]	1.0
erlotinib	survivin	[amod, resistance, dobj, reversed, nsubj, downregulation, prep_of]	1.0
dexamethasone	l-plastin	[agent, inhibited, nsubjpass, phosphorylation, amod]	1.0
cyproheptadine	abc-c	[prep_with, improved, nsubj]	1.0
melatonin	tecta	[nn, receptor, nn]	1.0
buspirone	5-ht-1a	[nsubj, agonists, num]	1.0
leflunomide	ifn-gamma	[nsubj, inhibited, dobj, production, amod]	1.0
bupropion	cyp2d6	[nsubj, inhibitor, prep_of, activity, amod]	1.0
bupropion	cyp2d6	[prep_by, reaction, amod]	1.0
bupropion	cyp2d6	[nsubj, inhibitor, amod]	1.0
bupropion	cyp2d6	[nsubj, inhibits, dobj]	1.0
bupropion	cyp2d6	[appos, inhibitors, num]	1.0
dapsone	cyp2d6	[nn, activity, nn]	1.0
theophylline	leukotriene	[appos, antagonist, amod]	1.0
theophylline	leukotriene	[appos, modifier, amod]	1.0
theophylline	leukotriene	[nsubj, inhibited, dobj, generation, nn]	1.0
theophylline	leukotriene	[amod, antagonists, amod]	1.0
paclitaxel	cyp3a	[prep_of, metabolism, amod]	1.0
paclitaxel	cyp3a	[prep_via, subfamily, nn]	1.0
paclitaxel	cyp3a	[xsubj, induce, dobj]	1.0
ornithine	pote	[amod, decarboxylase, appos]	1.0
glutaraldehyde	cacl	[amod, concentration, appos]	1.0
norepinephrine	alpha-amylase	[dep, release, amod]	1.0
norepinephrine	comt	[prep_with, activity, appos]	1.0
norepinephrine	comt	[nsubjpass, degraded, agent, a, appos]	1.0
norepinephrine	comt	[appos, inhibitor, nn]	1.0
dexamethasone	fgf10	[amod, treatment, prep_after, changed, nsubjpass, expression, prep_of]	1.0
glyburide	iddm	[prep_with, examined, prep_in, patients, prep_with, mellitus, appos]	1.0
glyburide	iddm	[prep_of, effects, dobj, examine, prep_in, patients, prep_with, mellitus, appos]	1.0
icil-1ra	il-1	[nn, ratio, nn]	1.0
icil-1ra	il-1	[dep, antagonist, nn]	1.0
icil-1ra	il-1	[nsubj, inhibited, prep_by]	1.0
primaquine	cyp1a1	[prep_by, gene, amod]	1.0
metyrapone	cyp1a1	[agent, induction, partmod]	1.0
fludarabine	g-csf	[prep_of, combination, appos]	1.0
fludarabine	g-csf	[partmod, stimulating, dobj, factor, appos]	1.0
fludarabine	g-csf	[amod, factor, appos]	1.0
fludarabine	g-csf	[prep_with, factor, appos]	1.0
staurosporine	pdgfr-alpha	[nsubj, upregulates, dobj, expression, amod]	1.0
minocycline	iba1	[nsubj, decreased, dobj, expression, prep_of]	1.0
atorvastatin	erk1	[nsubj, induced, dobj, phosphorylation, prep_of]	1.0
azathioprine	filgrastim	[prep_of, discontinuation, appos]	1.0
clonidine	cyp2d6	[amod, metabolism, prep_in]	1.0
aciclovir	peri	[prep_with, treated, nsubjpass]	1.0
glcnac	calcitonin	[amod, residues, dobj, contained, rcmod, derivatives, nn]	1.0
rapamycin	fk506-binding	[nsubj, binds, dobj, protein, nn]	1.0
rapamycin	fk506-binding	[amod, proteins, nn]	1.0
rapamycin	fk506-binding	[nsubj, protein, nn]	1.0
pranlukast	rantes	[nsubj, inhibits, dobj, release, nn]	1.0
pranlukast	rantes	[nsubj, inhibited, dobj, production, prep_of]	1.0
leucovorin	cpg2	[prep_of, effects, nsubjpass, antagonized, agent]	1.0
methotrexate	bcrp	[prep_such_as, drugs, nn]	1.0
methotrexate	bcrp	[amod, inhibitors, dobj, includes, nsubj, spectrum, prep_of, drugs, partmod, effluxed, agent]	1.0
genistein	hcn2	[prep_in, cells, num]	1.0
ibandronate	calcitonin	[amod, zoledronic, amod, acid, nsubj, parathyroid, ccomp, suggests, parataxis, fair, nsubj, evidence, prep_for]	1.0
5-asa	ml-1	[prep_for, detection, prep_of, limit, nsubj]	1.0
sulindac	mda-7	[nsubj, increased, dobj, expression, prep_of, protein, nn]	1.0
quetiapine	abcb1	[xsubj, polymorphism, nn]	1.0
gefitinib	her3	[nsubj, inhibited, prep_with]	1.0
gefitinib	her2	[prep_such_as, cetuximab, appos, domain, prep_of]	1.0
gefitinib	her2	[appos, inhibitor, nn]	1.0
ornithine	glucose-6-phosphatase	[amod, oxidase, amod]	1.0
prednisolone	g-csf	[dep, bleomycin, appos, cyclobeap, prep_of, usefulness, dobj, examine, prep, combined, pcomp, with, pobj, factor, appos]	1.0
meth	chrnb2	[appos, methamphetamine, prep_with, conducted, dobj, analysis, prep_of, gene, appos]	1.0
il-1ra	il-1f7	[appos, antagonist, appos]	1.0
spermine	ssat	[nn, activity, appos]	1.0
spermine	ssat	[dobj, activity, amod]	1.0
spermine	ssat	[amod, induction, prep_of, activity, amod]	1.0
ivermectin	mdr1	[nsubj, inhibitor, prep_of, system, amod]	1.0
ivermectin	mdr1	[appos, gene, appos]	1.0
isoproterenol	fmlp	[nsubj, inhibited, prep_to]	1.0
isoproterenol	fmlp	[prep_of, presence, prep_in, stimulated, prep_with]	1.0
corticotrophin	avpr1b	[amod, hormone, appos]	1.0
dipyridamole	nf-kappab	[nsubj, attenuated, dobj, translocation, prep_of]	1.0
genistein	pld1	[agent, blocked, rcmod, phosphorylation, prep_of]	1.0
genistein	pld1	[agent, blocked, nsubjpass, phosphorylation, prep_of]	1.0
icatibant	kallikrein	[nsubj, blocked, prep_to]	1.0
17-beta	kallikrein	[amod, acetate, prep_on, excretion, nn]	1.0
nitroprusside	hsp70	[prep_in, investigated, dobj, role, prep_of]	1.0
norepinephrine	cort	[appos, cortisol, appos]	1.0
protamine	phospholipase	[amod, treatment, prep_with]	1.0
clomiphene	gnrh	[nn, administration, nn]	1.0
clomiphene	gnrh	[prep_on, receptors, nn]	1.0
creatine	asat	[amod, kinase, nn]	1.0
creatine	asat	[amod, kinase, appos]	1.0
naloxone	alpha-msh	[amod, administration, appos]	1.0
erythromycin	nadph	[prep_on, activity, nn]	1.0
erythromycin	nadph	[prep_with, preincubated, prep_in, presence, prep_of]	1.0
antipyrine	cyp3a	[amod, valproic, amod, acid, prep_of, clearances, dep, treatment, prep_of, influence, xsubj, determine, ccomp, induces, dobj]	1.0
meth	chrna4	[appos, methamphetamine, prep_with, conducted, dobj, analysis, prep_of, gene, appos]	1.0
captopril	ho-1	[nsubj, enhanced, dobj, activity, nn]	1.0
febuxostat	cyp2c8	[prep_of, effect, appos]	1.0
imipramine	ugt1a3	[dep, substrate, prep_of]	1.0
imipramine	ugt1a4	[nsubj, substrates, prep_of]	1.0
imipramine	ugt1a4	[prep_as, substrate, prep_for]	1.0
indomethacin	dgat	[nsubj, restored, dobj, activity, amod]	1.0
flurbiprofen	cyclooxygenase-1	[dep, inhibitors, amod]	1.0
ramelteon	mt-1	[nsubj, agonist, nn]	1.0
allopurinol	copd	[nsubjpass, administered, prep_to, patients, amod]	1.0
ramelteon	mt-2	[nsubj, agonist, nn]	1.0
aprotinin	par1	[prep_of, effect, dobj, investigated, prep_on, activation, nn]	1.0
aprotinin	par1	[xsubj, inhibit, dobj, activation, amod]	1.0
curcumin	tlr-4	[prep_of, effects, dobj, investigated, prep_on, expression, prep_of]	1.0
dexfenfluramine	niddm	[prep_with, treated, partmod]	1.0
cefadroxil	hpept1	[appos, naag, nsubj, selectivity, prep_of]	1.0
propofol	nicotinamide	[nsubj, inhibited, ccomp]	1.0
propofol	nicotinamide	[prep_on, activity, amod]	1.0
clozapine	srebp-2	[nsubj, stimulated, dobj]	1.0
amd3100	tff3	[agent, inhibited, nsubjpass, action, prep_of]	1.0
urokinase	mmp9	[nsubj, upregulates, dobj, expression, amod]	1.0
urokinase	mmp9	[agent, induced, partmod, production, amod]	1.0
ornithine	arginase-1	[nn, production, amod]	1.0
il-2	ku80	[nn, promoter, prep_to, binding, prep_of]	1.0
hydroxyurea	cds1	[prep_of, presence, prep_in, entered, nsubj, cells, amod]	1.0
hydroxyurea	cds1	[agent, activated, nsubjpass]	1.0
hydroxyurea	cds1	[prep_with, treated, partmod, cells, amod]	1.0
hydrocortisone	nadph	[dep, acid, dep, drugs, prep_on, oxidase, appos, oxidase, nn]	1.0
noradrenaline	preproendothelin-1	[nsubj, stimulate, dobj, expression, amod]	1.0
il-2	nkg2d	[dobj, expression, nn]	1.0
il-2	nkg2d	[nn, induction, prep_of]	1.0
il-2	nkg2d	[agent, induced, advcl, induced, nsubjpass]	1.0
il-2	nkg2d	[prep_to, linked, partmod]	1.0
il-2	nkg2d	[xsubj, induce, dobj, expression, amod]	1.0
irinotecan	ces2	[xsubj, expression, nn]	1.0
melatonin	eef-2	[nsubj, prevented, prep_in]	1.0
lamotrigine	ugt1a4	[nsubjpass, metabolized, agent]	1.0
lamotrigine	ugt1a4	[dobj, glucuronidates, nsubj]	1.0
l-tryptophan	lfa-1	[nsubj, inhibits, dobj, association, prep_of]	1.0
naringenin	tslp	[prep_on, production, prep_of]	1.0
naringenin	tslp	[nsubj, inhibited, dobj, expression, prep_of]	1.0
capsaicin	ml-1	[nsubj, inhibited, prep_at, concentrations, amod]	1.0
dexamethasone	gpr103	[nsubj, inhibited, dobj, expression, amod]	1.0
iloprost	mmp-13	[nsubj, upregulated, dobj, expression, nn]	1.0
carbachol	muc5ac	[nsubj, increased, dobj, mrna, amod]	1.0
carbachol	muc5ac	[amod, overexpression, nn]	1.0
estradiol	osteonectin	[nsubj, suppressed, dobj, levels, prep_of]	1.0
raloxifene	ki-67	[amod, treatment, nsubj, reduced, dobj, expression, prep_of]	1.0
raloxifene	ki-67	[amod, treatment, nsubj, reduced, dobj, expression, amod]	1.0
raloxifene	ki-67	[prep_of, effect, dobj, evaluate, prep_on, expression, amod]	1.0
4-methylpyrazole	hepcidin	[nsubj, abolished, prep_on]	1.0
curcumin	nf-kappab	[nsubj, suppress, dobj, activation, amod]	1.0
curcumin	nf-kappab	[nsubj, inhibit, dobj, activity, amod]	1.0
curcumin	nf-kappab	[prep_by, inhibited, nsubj, activation, amod]	1.0
curcumin	nf-kappab	[nsubj, suppressed, dobj, activation, prep_of]	1.0
curcumin	nf-kappab	[nsubj, inhibited, dobj, activation, amod]	1.0
curcumin	nf-kappab	[nn, treatment, nsubj, led, prep_to, expression, prep_of]	1.0
curcumin	nf-kappab	[xsubj, suppress, dobj, activation, prep_of]	1.0
