(coumarin,cyp3a4)	coumarin	cyp3a4	[nsubjpass, metabolized, agent]	1.0
(il-2,il2r)	il-2	il2r	[nn, receptor, appos]	1.0
(il-2,il2r)	il-2	il2r	[nn, gene, appos]	1.0
(il-2,il2r)	il-2	il2r	[nn, receptors, appos]	1.0
(naloxone,nocistatin)	naloxone	nocistatin	[xsubj, antagonize, dobj, effects, prep_of]	1.0
(doxycycline,slc26a4)	doxycycline	slc26a4	[prep_with, induced, nsubjpass, expression, amod]	1.0
(colchicine,etanercept)	colchicine	etanercept	[xcomp, resistant, amod, cases, prep_in, report, dobj, treatment, prep_of, therapy, appos]	1.0
(atra,restin)	atra	restin	[prep_by, define, dobj, regulation, prep_of]	1.0
(paclitaxel,trpa1)	paclitaxel	trpa1	[amod, treatment, prep_of]	1.0
(paclitaxel,trpa1)	paclitaxel	trpa1	[nsubj, targets, dobj]	1.0
(fosinopril,aquaporin-1)	fosinopril	aquaporin-1	[prep_of, effect, dobj, investigated, prep_on, expression, prep_of]	1.0
(ng-monomethyl-l-arginine,inos)	ng-monomethyl-l-arginine	inos	[appos, inhibitor, prep_for]	1.0
(ng-monomethyl-l-arginine,inos)	ng-monomethyl-l-arginine	inos	[appos, inhibitor, prep_of]	1.0
(ng-monomethyl-l-arginine,inos)	ng-monomethyl-l-arginine	inos	[appos, inhibitor, amod]	1.0
(ng-monomethyl-l-arginine,inos)	ng-monomethyl-l-arginine	inos	[nn, synthase, appos]	1.0
(rapamycin,cxcl12)	rapamycin	cxcl12	[nsubj, inhibited, dobj, secretion, prep_of]	1.0
(rapamycin,cxcl12)	rapamycin	cxcl12	[xsubj, cells, partmod, expressing, dobj, levels, prep_of]	1.0
(flunitrazepam,dheas)	flunitrazepam	dheas	[dobj, affect, nsubj]	1.0
(busulfan,caf1)	busulfan	caf1	[prep_in, mice, num]	1.0
(il-1ra,il-1rn)	il-1ra	il-1rn	[amod, polymorphism, appos]	1.0
(il-1ra,il-1rn)	il-1ra	il-1rn	[nn, gene, appos]	1.0
(il-1ra,il-1rn)	il-1ra	il-1rn	[nn, production, prep_on]	1.0
(il-1rn,il-1ra)	il-1rn	il-1ra	[appos, polymorphism, amod]	1.0
(il-1rn,il-1ra)	il-1rn	il-1ra	[appos, gene, nn]	1.0
(il-1rn,il-1ra)	il-1rn	il-1ra	[prep_on, production, nn]	1.0
(il-11,cd62l)	il-11	cd62l	[appos, pdgfa, appos]	1.0
(estradiol,tebg)	estradiol	tebg	[prep_for, affinity, dobj, had, nsubj]	1.0
(estradiol,tebg)	estradiol	tebg	[nn, globulin, appos]	1.0
(estradiol,tebg)	estradiol	tebg	[prep_of, the, appos]	1.0
(clarithromycin,il-13)	clarithromycin	il-13	[dep, plus, prep]	1.0
(capsaicin,cyclooxygenase-2)	capsaicin	cyclooxygenase-2	[prep_in, expression, amod]	1.0
(capsaicin,cyclooxygenase-2)	capsaicin	cyclooxygenase-2	[partmod, induced, dobj, expression, amod]	1.0
(capsaicin,cyclooxygenase-2)	capsaicin	cyclooxygenase-2	[nsubj, inhibited, dobj, expression, prep_of]	1.0
(estradiol,eag1)	estradiol	eag1	[nsubj, regulated, dobj]	1.0
(levofloxacin,cyp1a2)	levofloxacin	cyp1a2	[agent, related, prep_to, inhibition, prep_of]	1.0
(pilocarpine,znt3)	pilocarpine	znt3	[amod, treatment, prep_after]	1.0
(cyclosporine,hif-1alpha)	cyclosporine	hif-1alpha	[prep_of, effects, dobj, investigated, prep_on, expression, nn]	1.0
(octreotide,adrenocorticotropin)	octreotide	adrenocorticotropin	[prep_on, secretion, amod]	1.0
(l-dopa,ghrh)	l-dopa	ghrh	[prep_to, respond, nsubj]	1.0
(triiodothyronine,mgpdh)	triiodothyronine	mgpdh	[agent, induced, partmod, activity, amod]	1.0
(norepinephrine,gnrh)	norepinephrine	gnrh	[nn, stimulates, nsubj]	1.0
(norepinephrine,gnrh)	norepinephrine	gnrh	[amod, hormone, appos]	1.0
(norepinephrine,gnrh)	norepinephrine	gnrh	[nsubj, stimulated, dobj, release, amod]	1.0
(norepinephrine,gnrh)	norepinephrine	gnrh	[prep_on, hormone, appos]	1.0
(norepinephrine,gnrh)	norepinephrine	gnrh	[agent, evoked, partmod]	1.0
(norepinephrine,gnrh)	norepinephrine	gnrh	[nsubj, stimulate, dobj, release, amod]	1.0
(norepinephrine,gnrh)	norepinephrine	gnrh	[agent, stimulated, nsubjpass, secretion, prep_of]	1.0
(methoxamine,enos)	methoxamine	enos	[dep, overexpression, prep_of]	1.0
(pgi2,pga1)	pgi2	pga1	[appos, alpha, nn]	1.0
(atorvastatin,klf2)	atorvastatin	klf2	[nsubj, upregulated, dobj, expression, amod]	1.0
(protamine,fa-1)	protamine	fa-1	[appos, antigen, appos]	1.0
(hydrocortisone,brca1)	hydrocortisone	brca1	[agent, involved, prep_in, regulation, amod]	1.0
(calcidiol,osteocalcin)	calcidiol	osteocalcin	[dep, ca, dep]	1.0
(progestogens,gnrh)	progestogens	gnrh	[appos, analogs, nn]	1.0
(progestogens,gnrh)	progestogens	gnrh	[appos, oestroprogestogens, dep, implants, dobj, resolve, xcomp, used, partmod, drugs, prep_from, selected, partmod, authors, appos, literature, prep_in, reported, ccomp, reviewed, partmod, known, nsubj, analog, amod]	1.0
(progestogens,gnrh)	progestogens	gnrh	[appos, analog, amod]	1.0
(progestogens,gnrh)	progestogens	gnrh	[appos, oestroprogestogens, appos, analogs, amod]	1.0
(etanercept,cgrp)	etanercept	cgrp	[appos, inhibitor, prep_on, expression, appos]	1.0
(etanercept,cgrp)	etanercept	cgrp	[nsubj, affect, dobj, expression, nn]	1.0
(minocycline,cd16)	minocycline	cd16	[amod, treatment, nsubj, reduced, dobj, expression, nn]	1.0
(minocycline,cd16)	minocycline	cd16	[amod, treatment, nsubj, reduced, dobj, expression, prep_on, monocytes, nn]	1.0
(minocycline,cd14)	minocycline	cd14	[amod, treatment, nsubj, reduced, dobj, expression, prep_on, monocytes, nn]	1.0
(mirtazapine,bdnf)	mirtazapine	bdnf	[amod, treatment, prep_after]	1.0
(topiramate,cgrp)	topiramate	cgrp	[nsubj, inhibited, ccomp]	1.0
(topiramate,cgrp)	topiramate	cgrp	[amod, peptide, appos]	1.0
(topiramate,cgrp)	topiramate	cgrp	[nsubj, alter, dobj, amount, prep_of]	1.0
(topiramate,cgrp)	topiramate	cgrp	[prep_by, release, nn]	1.0
(naringenin,rankl)	naringenin	rankl	[nsubjpass, tested, prep_in, model, partmod, using, dobj, cells, partmod, activated, agent, activator, prep_of, ligand, appos]	1.0
(lapatinib,her1)	lapatinib	her1	[appos, inhibitor, nn]	1.0
(lapatinib,her1)	lapatinib	her1	[appos, inhibitor, prep_of]	1.0
(lapatinib,her1)	lapatinib	her1	[xsubj, treat, dobj]	1.0
(lapatinib,her1)	lapatinib	her1	[nsubj, inhibitor, prep_of]	1.0
(lapatinib,her1)	lapatinib	her1	[agent, inhibited, nsubjpass]	1.0
(lapatinib,her1)	lapatinib	her1	[appos, inhibitor, prep_against]	1.0
(lapatinib,her2)	lapatinib	her2	[dobj, inhibitors, nsubj]	1.0
(lapatinib,her2)	lapatinib	her2	[appos, inhibitor, prep_of, receptors, nn]	1.0
(lapatinib,her2)	lapatinib	her2	[nsubj, inhibited, dobj, phosphorylation, prep_of]	1.0
(lapatinib,her2)	lapatinib	her2	[nsubj, inhibitor, prep_of, activity, prep_of, receptor, appos]	1.0
(lapatinib,her2)	lapatinib	her2	[prep_in, cells, num]	1.0
(lapatinib,her2)	lapatinib	her2	[nsubj, induced, dobj, expression, amod]	1.0
(lapatinib,her2)	lapatinib	her2	[prep_with, kinase, amod]	1.0
(lapatinib,her2)	lapatinib	her2	[nsubj, increased, dobj, levels, prep_of]	1.0
(lapatinib,her2)	lapatinib	her2	[appos, inhibitor, prep_of, receptor, appos]	1.0
(lapatinib,her2)	lapatinib	her2	[appos, inhibitor, prep_of]	1.0
(lapatinib,her2)	lapatinib	her2	[nsubj, inhibitor, rcmod, targets, dobj]	1.0
(lapatinib,her2)	lapatinib	her2	[appos, inhibitor, num]	1.0
(lapatinib,her2)	lapatinib	her2	[nsubj, inhibitor, prep_of]	1.0
(lapatinib,her2)	lapatinib	her2	[advmod, shown, nsubj, inhibitor, prep_against, receptor, appos]	1.0
(lapatinib,her2)	lapatinib	her2	[appos, inhibitor, amod]	1.0
(lapatinib,her2)	lapatinib	her2	[prep_of, levels, nn]	1.0
(lapatinib,her2)	lapatinib	her2	[prep_such_as, inhibitors, num]	1.0
(lapatinib,her2)	lapatinib	her2	[prep_to, resistant, nsubj, cells, nn]	1.0
(lapatinib,her2)	lapatinib	her2	[nsubj, inhibited, dobj, phosphorylation, amod]	1.0
(lapatinib,her3)	lapatinib	her3	[prep_to, sensitized, nsubj, inhibition, prep_of]	1.0
(spermine,etbr)	spermine	etbr	[nsubj, induced, advcl, induced, nsubj]	1.0
(sulfasalazine,gm-csf)	sulfasalazine	gm-csf	[nsubj, inhibited, prep_for]	1.0
(eplerenone,at1r)	eplerenone	at1r	[prep_of, infusion, nsubj, decreased, dobj, expression, nn]	1.0
(tranylcypromine,cyp2a6)	tranylcypromine	cyp2a6	[nsubj, inhibitor, nn]	1.0
(tranylcypromine,cyp2a6)	tranylcypromine	cyp2a6	[appos, effects, appos, inhibitor, nn]	1.0
(pge2,il-13)	pge2	il-13	[dobj, decreased, nsubj]	1.0
(pge2,il-13)	pge2	il-13	[amod, production, dobj, inhibit, xsubj]	1.0
(pge2,il-13)	pge2	il-13	[amod, production, dobj, inhibited, nsubj]	1.0
(pge2,il-13)	pge2	il-13	[nn, production, dobj, inhibited, nsubj]	1.0
(pge2,il-15)	pge2	il-15	[agent, inhibited, nsubjpass, production, nn]	1.0
(pge2,il-15)	pge2	il-15	[prep_on, production, nn]	1.0
(pge2,il-10)	pge2	il-10	[nsubj, augmented, dobj, production, nn]	1.0
(pge2,il-10)	pge2	il-10	[nsubj, induced, dobj, production, nn]	1.0
(pge2,il-10)	pge2	il-10	[nsubj, induced, dobj, mrna, nn]	1.0
(pge2,il-10)	pge2	il-10	[amod, production, dobj, inhibit, xsubj]	1.0
(pge2,il-10)	pge2	il-10	[prep_of, levels, appos]	1.0
(pge2,il-10)	pge2	il-10	[prep_to, response, nn]	1.0
(pge2,il-10)	pge2	il-10	[prep_of, effect, dobj, determined, prep_on, expression, nn]	1.0
(pge2,il-10)	pge2	il-10	[prep_to, response, prep_in]	1.0
(pge2,il-10)	pge2	il-10	[prep_of, effect, nsubj, independent, prep_of]	1.0
(pge2,il-10)	pge2	il-10	[amod, production, dobj, inhibited, nsubj]	1.0
(pge2,il-10)	pge2	il-10	[nn, production, dobj, inhibited, nsubj]	1.0
(pge2,il-10)	pge2	il-10	[nsubj, inducer, prep_of]	1.0
(pge2,il-10)	pge2	il-10	[amod, production, prep_by]	1.0
(pramipexole,hoct1)	pramipexole	hoct1	[nsubj, substrate, prep_for]	1.0
(pge2,il-11)	pge2	il-11	[agent, regulated, nsubjpass, production, prep_of]	1.0
(pge2,il-17)	pge2	il-17	[appos, synthesis, dobj, increased, nsubj]	1.0
(pge2,il-17)	pge2	il-17	[prep_of, presence, prep_in, triggering, partmod, tcr, nsubj, increased, dobj, production, amod]	1.0
(pge2,il-17)	pge2	il-17	[amod, production, amod]	1.0
(pge2,il-18)	pge2	il-18	[appos, concentrations, prep_of]	1.0
(pge2,il-18)	pge2	il-18	[appos, interleukin, appos]	1.0
(bisphosphonate,pthrp)	bisphosphonate	pthrp	[xsubj, patients, nsubj, had, dobj, levels, nn]	1.0
(cisplatin,ghsr)	cisplatin	ghsr	[nsubj, increased, dobj, expression, amod]	1.0
(rofecoxib,icer)	rofecoxib	icer	[nsubj, had, dobj]	1.0
(rofecoxib,icer)	rofecoxib	icer	[nsubj, had, dobj, ratio, appos]	1.0
(flurbiprofen,ml-1)	flurbiprofen	ml-1	[nn, pretreatment, dep]	1.0
(sulfasalazine,sasp)	sulfasalazine	sasp	[amod, molecule, appos]	1.0
(sulfasalazine,sasp)	sulfasalazine	sasp	[nn, metabolism, appos]	1.0
(sulfasalazine,sasp)	sulfasalazine	sasp	[amod, group, appos]	1.0
(taurine,nt-3)	taurine	nt-3	[dep, factors, dep]	1.0
(trastuzumab,cd24)	trastuzumab	cd24	[prep_to, refractoriness, nsubj, relate, prep_to, regulation, prep_of, phenotype, nn]	1.0
(octreotide,hsst)	octreotide	hsst	[prep_of, receptors, nn]	1.0
(pioglitazone,en-rage)	pioglitazone	en-rage	[nsubj, inhibited, dobj, induction, prep_of, mrna, nn]	1.0
(pge2,il-27)	pge2	il-27	[nsubj, regulate, dobj]	1.0
(pge2,il-27)	pge2	il-27	[nn, production, nn]	1.0
(pge2,il-27)	pge2	il-27	[nsubj, inhibits, dobj, production, nn]	1.0
(torasemide,cyp2c9)	torasemide	cyp2c9	[amod, phenytoin, amod, losartan, prep_including, drugs, dobj, metabolizes, nsubj]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[dobj, reduced, nsubj]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[prep_for, showed, nsubj]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[appos, activity, nn]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[amod, gene, nn]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[dobj, activities, amod]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[nn, activity, amod]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[nn, dehydrogenase, appos]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[nn, dehydrogenase, dep]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[prep_of, inhibitor, amod]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[prep_of, effect, nsubjpass, mediated, agent]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[prep_of, oxidation, amod]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[dep, activities, nn]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[dobj, activity, amod]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[dep, activity, amod]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[dep, shown, nsubjpass]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[dep, activity, nn]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[dobj, produce, nsubj]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[amod, dehydrogenase, appos]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[amod, activity, amod]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[dep, chain, dep]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[nn, activity, nn]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[prep_of, levels, amod]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[prep_of, addition, dep]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[nn, activities, nn]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[dep, ec, amod]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[appos, i, dep]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[amod, activity, nn]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[dep, i, amod]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[amod, activities, amod]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[nn, subunit, nn]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[nsubjpass, oxidized, agent]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[prep_of, amounts, prep_of, presence, prep_in]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[prep_of, biosynthesis, dep]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[nn, oxidase, appos]	1.0
(nadh,oxidoreductase)	nadh	oxidoreductase	[dep, type, dep]	1.0
(hyaluronidase,has1)	hyaluronidase	has1	[amod, content, prep_with, correlated, partmod, expression, prep_of, synthases, appos]	1.0
(pge2,il-23)	pge2	il-23	[prep_on, production, nn]	1.0
(corticosteroids,copd)	corticosteroids	copd	[nsubjpass, used, prep_for, treatment, prep_of]	1.0
(corticosteroids,copd)	corticosteroids	copd	[prep_with, treated, partmod, patients, amod]	1.0
(corticosteroids,copd)	corticosteroids	copd	[prep_in, therapy, amod]	1.0
(corticosteroids,copd)	corticosteroids	copd	[prep_with, treated, partmod, disease, appos]	1.0
(corticosteroids,copd)	corticosteroids	copd	[prep_for, treatment, prep_of, disease, appos]	1.0
(corticosteroids,copd)	corticosteroids	copd	[prep_with, treated, rcmod]	1.0
(corticosteroids,copd)	corticosteroids	copd	[xsubj, treat, prep_with]	1.0
(corticosteroids,copd)	corticosteroids	copd	[nsubjpass, used, prep_in, patients, prep_with, disease, appos]	1.0
(corticosteroids,copd)	corticosteroids	copd	[nsubj, useful, prepc_in, treating, dobj]	1.0
(corticosteroids,copd)	corticosteroids	copd	[nsubjpass, used, prep_in, treatment, prep_of, disease, appos]	1.0
(corticosteroids,copd)	corticosteroids	copd	[nsubjpass, shown, prep_in]	1.0
(corticosteroids,copd)	corticosteroids	copd	[prep_for, treatment, prep_of]	1.0
(corticosteroids,copd)	corticosteroids	copd	[nsubjpass, administered, prep_in, patients, amod]	1.0
(corticosteroids,copd)	corticosteroids	copd	[prep_of, effect, dep]	1.0
(corticosteroids,copd)	corticosteroids	copd	[nsubjpass, used, prep_in, treatment, prep_of]	1.0
(corticosteroids,copd)	corticosteroids	copd	[prep_in, treatment, prep_of]	1.0
(corticosteroids,copd)	corticosteroids	copd	[xsubj, treat, dobj]	1.0
(corticosteroids,copd)	corticosteroids	copd	[dobj, received, nsubj, patients, prep_with]	1.0
(corticosteroids,copd)	corticosteroids	copd	[prep_in, disease, appos]	1.0
(corticosteroids,copd)	corticosteroids	copd	[prep_in, patients, prep_with]	1.0
(corticosteroids,copd)	corticosteroids	copd	[prep_with, treated, partmod]	1.0
(corticosteroids,copd)	corticosteroids	copd	[appos, exacerbation, appos]	1.0
(corticosteroids,copd)	corticosteroids	copd	[prep_in, patients, prep_with, disease, appos]	1.0
(corticosteroids,copd)	corticosteroids	copd	[nsubj, therapy, appos]	1.0
(corticosteroids,copd)	corticosteroids	copd	[amod, drugs, prep_in]	1.0
(corticosteroids,copd)	corticosteroids	copd	[prep_of, effects, dobj, evaluate, prep_in, patients, prep_with]	1.0
(corticosteroids,copd)	corticosteroids	copd	[xsubj, improve, prep_in]	1.0
(corticosteroids,copd)	corticosteroids	copd	[prep_in, exacerbations, prep_of]	1.0
(corticosteroids,copd)	corticosteroids	copd	[xsubj, effective, dep]	1.0
(corticosteroids,copd)	corticosteroids	copd	[prep_in, treatment, prep_of, exacerbations, amod]	1.0
(corticosteroids,copd)	corticosteroids	copd	[nsubj, effective, prep_in]	1.0
(corticosteroids,copd)	corticosteroids	copd	[dobj, using, partmod]	1.0
(corticosteroids,copd)	corticosteroids	copd	[prep_in, patients, amod]	1.0
(corticosteroids,copd)	corticosteroids	copd	[prep_in, patients, appos]	1.0
(corticosteroids,copd)	corticosteroids	copd	[prep_on, patients, prep_with]	1.0
(corticosteroids,copd)	corticosteroids	copd	[prep_with, disease, appos]	1.0
(corticosteroids,copd)	corticosteroids	copd	[nsubj, have, dep]	1.0
(corticosteroids,copd)	corticosteroids	copd	[prep_in, management, prep_of]	1.0
(corticosteroids,copd)	corticosteroids	copd	[prep_during, exacerbations, amod]	1.0
(rapamycin,ikappabalpha)	rapamycin	ikappabalpha	[nsubj, inhibited, dobj, degradation, nn]	1.0
(il-2,ip-10)	il-2	ip-10	[nn, fasr, appos]	1.0
(paclitaxel,gm-csf)	paclitaxel	gm-csf	[amod, factor, appos]	1.0
(paclitaxel,gm-csf)	paclitaxel	gm-csf	[amod, support, appos]	1.0
(camptothecin,rgs2)	camptothecin	rgs2	[amod, mrna, nn]	1.0
(pgi2,pgdh)	pgi2	pgdh	[dobj, inactivates, nsubj]	1.0
(cisplatin,yb-1)	cisplatin	yb-1	[nn, resistance, dobj, confers, nsubj]	1.0
(perifosine,pc-3)	perifosine	pc-3	[amod, treatment, prep_of, cells, nn]	1.0
(teicoplanin,g-csf)	teicoplanin	g-csf	[nn, factor, appos]	1.0
(g-csf,bfgf)	g-csf	bfgf	[nn, administration, nn]	1.0
(il-11,tlr4)	il-11	tlr4	[appos, pdgfa, appos]	1.0
(perindopril,niddm)	perindopril	niddm	[prep_of, effects, dobj, compare, prep_in, patients, nn]	1.0
(il-11,tlr2)	il-11	tlr2	[appos, pdgfa, appos]	1.0
(trastuzumab,cd44)	trastuzumab	cd44	[nsubj, blocks, dobj]	1.0
(trastuzumab,cd44)	trastuzumab	cd44	[prep_to, refractoriness, nsubj, relate, prep_to, regulation, prep_of, phenotype, nn]	1.0
(fibrates,pparalpha)	fibrates	pparalpha	[appos, agonists, prep_of]	1.0
(fibrates,pparalpha)	fibrates	pparalpha	[agent, activation, partmod]	1.0
(fibrates,pparalpha)	fibrates	pparalpha	[prep_of, action, dobj, mediates, nsubj]	1.0
(fibrates,pparalpha)	fibrates	pparalpha	[nsubjpass, shown, prep_to]	1.0
(fibrates,pparalpha)	fibrates	pparalpha	[prep_such_as, agonists, nn]	1.0
(fibrates,pparalpha)	fibrates	pparalpha	[amod, activators, nn]	1.0
(fibrates,pparalpha)	fibrates	pparalpha	[agent, activated, nsubjpass]	1.0
(fibrates,pparalpha)	fibrates	pparalpha	[prep_of, effects, dobj, mediates, nsubj]	1.0
(fibrates,pparalpha)	fibrates	pparalpha	[nsubj, agonists, prep_of, alpha, appos]	1.0
(fibrates,pparalpha)	fibrates	pparalpha	[appos, activators, nn]	1.0
(fibrates,pparalpha)	fibrates	pparalpha	[prep_of, target, nsubj]	1.0
(fibrates,pparalpha)	fibrates	pparalpha	[nsubj, ligands, appos]	1.0
(fibrates,pparalpha)	fibrates	pparalpha	[appos, activators, prep_of]	1.0
(fibrates,pparalpha)	fibrates	pparalpha	[nsubj, have, dep]	1.0
(tropisetron,cyp2d6)	tropisetron	cyp2d6	[prep_of, pharmacokinetics, prep_on, evaluate, dobj, effect, prep_of, genotype, nn]	1.0
(tropisetron,cyp2d6)	tropisetron	cyp2d6	[prep_of, efficacy, dobj, increase, prep_in, conclusion, conj_in, effects, prep_of]	1.0
(tropisetron,cyp2d6)	tropisetron	cyp2d6	[nsubjpass, metabolized, agent]	1.0
(gp120,gp160)	gp120	gp160	[amod, subunits, prep_of]	1.0
(gp120,gp160)	gp120	gp160	[pobj, induced, nsubj]	1.0
(gp120,gp160)	gp120	gp160	[pobj, with, dep, with, pobj]	1.0
(norepinephrine,acpd)	norepinephrine	acpd	[amod, acid, appos]	1.0
(dexamethasone,visfatin)	dexamethasone	visfatin	[nsubj, increased, dobj, mrna, nn]	1.0
(fluorescein,cd11b)	fluorescein	cd11b	[prep_with, labeled, nsubj, antibodies, num]	1.0
(desipramine,5-ht1c)	desipramine	5-ht1c	[dep, maprotiline, appos, antidepressants, xsubj, display, acomp, high, prep_to, affinity, prep_for, receptors, num]	1.0
(desipramine,5-ht1c)	desipramine	5-ht1c	[amod, oxaprotiline, amod, antidepressants, xsubj, display, prep_for, receptors, num]	1.0
(valsartan,oat3)	valsartan	oat3	[prep_of, values, prep_for]	1.0
(dexamethasone,hc11)	dexamethasone	hc11	[prep_with, cells, amod]	1.0
(dexamethasone,ck19)	dexamethasone	ck19	[agent, inhibited, nsubjpass, expression, amod]	1.0
(phenytoin,calmodulin)	phenytoin	calmodulin	[dep, antagonists, nn]	1.0
(simvastatin,cd40l)	simvastatin	cd40l	[nsubj, prevented, dobj]	1.0
(rituximab,fsgs)	rituximab	fsgs	[amod, treatment, prep_of]	1.0
(rituximab,fsgs)	rituximab	fsgs	[nsubj, showed, prep_in]	1.0
(rituximab,fsgs)	rituximab	fsgs	[prep_with, treated, rcmod]	1.0
(rituximab,fsgs)	rituximab	fsgs	[nsubj, prevents, dobj]	1.0
(rituximab,fsgs)	rituximab	fsgs	[nsubjpass, used, prep_to]	1.0
(rituximab,fsgs)	rituximab	fsgs	[prep_with, treated, partmod]	1.0
(rituximab,fsgs)	rituximab	fsgs	[nsubj, treatment, prep_for]	1.0
(rituximab,fsgs)	rituximab	fsgs	[nsubj, option, prep_for]	1.0
(noradrenaline,inositol)	noradrenaline	inositol	[agent, induced, partmod, phosphate, amod]	1.0
(noradrenaline,inositol)	noradrenaline	inositol	[prep_in, reduction, nsubj, observed, advcl, observed, nsubj, reduction, prep_in, formation, amod]	1.0
(noradrenaline,inositol)	noradrenaline	inositol	[agent, induced, partmod, phosphates, amod]	1.0
(noradrenaline,inositol)	noradrenaline	inositol	[amod, accumulation, amod]	1.0
(noradrenaline,inositol)	noradrenaline	inositol	[partmod, stimulated, dobj, accumulation, amod]	1.0
(noradrenaline,inositol)	noradrenaline	inositol	[partmod, stimulated, dobj, formation, amod]	1.0
(noradrenaline,inositol)	noradrenaline	inositol	[agent, stimulated, nsubjpass, hydrolysis, amod]	1.0
(noradrenaline,inositol)	noradrenaline	inositol	[amod, accumulation, nn]	1.0
(noradrenaline,inositol)	noradrenaline	inositol	[partmod, stimulated, dobj, production, amod]	1.0
(noradrenaline,inositol)	noradrenaline	inositol	[nsubj, increased, dobj, accumulation, amod]	1.0
(noradrenaline,inositol)	noradrenaline	inositol	[agent, induced, partmod, formation, amod]	1.0
(cabergoline,ml-1)	cabergoline	ml-1	[nsubj, decreased, prep_to]	1.0
(pgi2,pgd2)	pgi2	pgd2	[nsubj, potent, prep_than]	1.0
(pgi2,pgd2)	pgi2	pgd2	[appos, prostacyclin, appos]	1.0
(pgi2,pgd2)	pgi2	pgd2	[appos, aa, appos]	1.0
(pgi2,pgd2)	pgi2	pgd2	[appos, alpha, appos]	1.0
(pgi2,pgd2)	pgi2	pgd2	[dep, aa, dep, rose, prep_with]	1.0
(pgi2,pgd2)	pgi2	pgd2	[nn, alpha, appos]	1.0
(pgi2,pgd2)	pgi2	pgd2	[appos, alpha, nn]	1.0
(pgi2,pgd2)	pgi2	pgd2	[nn, agonists, nn]	1.0
(phenytoin,il-1)	phenytoin	il-1	[appos, alpha, nn]	1.0
(minocycline,bace1)	minocycline	bace1	[nsubj, had, dobj, effect, prep_on, expression, amod]	1.0
(dexamethasone,bdnf)	dexamethasone	bdnf	[amod, treatment, nsubj, decreased, dobj, levels, amod]	1.0
(mexiletine,cyp2d6)	mexiletine	cyp2d6	[nsubjpass, metabolized, agent]	1.0
(mexiletine,cyp2d6)	mexiletine	cyp2d6	[nsubjpass, catalyzed, agent]	1.0
(mexiletine,cyp2d6)	mexiletine	cyp2d6	[prep_of, conversion, nsubjpass, catalyzed, agent]	1.0
(mexiletine,cyp2d6)	mexiletine	cyp2d6	[amod, metabolism, prep_in, involved, partmod, isoform, nsubj]	1.0
(torsemide,cyp2c9)	torsemide	cyp2c9	[nsubjpass, metabolized, agent]	1.0
(torsemide,cyp2c9)	torsemide	cyp2c9	[amod, pharmacokinetics, prep_on, polymorphisms, num]	1.0
(haloperidol,creb)	haloperidol	creb	[nsubj, induces, dobj, phosphorylation, amod]	1.0
(suramin,s1p3)	suramin	s1p3	[dep, inhibitor, prep_of]	1.0
