(atorvastatin,pcsk9)	atorvastatin	pcsk9	[nsubj, increased, dobj]	1.0
(atorvastatin,pcsk9)	atorvastatin	pcsk9	[nsubj, increases, dobj, levels, amod]	1.0
(promethazine,herg)	promethazine	herg	[prep_of, effects, dobj, investigated, prepc_on]	1.0
(sildenafil,copd)	sildenafil	copd	[dobj, received, nsubj, patients, prep_with]	1.0
(sildenafil,copd)	sildenafil	copd	[amod, disease, appos]	1.0
(rituximab,bcl-2)	rituximab	bcl-2	[nsubj, inhibited, dobj, expression, prep_of]	1.0
(lovastatin,p21ras)	lovastatin	p21ras	[nsubj, reduced, dobj]	1.0
(lovastatin,p21ras)	lovastatin	p21ras	[nsubj, blocked, prep_to]	1.0
(fenofibrate,ldlr)	fenofibrate	ldlr	[nsubj, increased, dobj, expression, amod]	1.0
(fenofibrate,ldlr)	fenofibrate	ldlr	[prep_by, expression, amod]	1.0
(fenofibrate,ldlr)	fenofibrate	ldlr	[prep_of, effects, dobj, investigated, prep_on, expression, nn]	1.0
(fenofibrate,ldlr)	fenofibrate	ldlr	[nsubj, increased, dobj, expression, nn]	1.0
(fenofibrate,ldlr)	fenofibrate	ldlr	[partmod, induced, dobj, expression, amod]	1.0
(fenofibrate,ldlr)	fenofibrate	ldlr	[prep_on, expression, nn]	1.0
(pge2,pga1)	pge2	pga1	[amod, alpha, dep]	1.0
(pge2,pga1)	pge2	pga1	[appos, alpha, nn]	1.0
(melatonin,gnrh)	melatonin	gnrh	[prep_on, levels, nn]	1.0
(melatonin,gnrh)	melatonin	gnrh	[nsubj, stimulated, dobj, release, amod]	1.0
(melatonin,gnrh)	melatonin	gnrh	[nn, hormone, appos]	1.0
(melatonin,gnrh)	melatonin	gnrh	[prep_by, expression, amod]	1.0
(melatonin,gnrh)	melatonin	gnrh	[nsubj, reduced, prep_to]	1.0
(cimetidine,cyp3a)	cimetidine	cyp3a	[nsubj, inhibit, dobj]	1.0
(cimetidine,cyp3a)	cimetidine	cyp3a	[xsubj, inhibit, dobj, activity, amod]	1.0
(cimetidine,cyp3a)	cimetidine	cyp3a	[nsubj, inhibitor, prep_of]	1.0
(5-asa,inos)	5-asa	inos	[nsubj, inhibits, dobj, expression, amod]	1.0
(rabeprazole,mucin)	rabeprazole	mucin	[prep_on, secretion, nn]	1.0
(dexamethasone,icam-1)	dexamethasone	icam-1	[nsubj, suppressed, dobj, expression, nn]	1.0
(dexamethasone,icam-1)	dexamethasone	icam-1	[prep_of, effect, dobj, investigated, prep_on, expression, nn]	1.0
(dexamethasone,icam-1)	dexamethasone	icam-1	[nsubj, inhibited, dobj, expression, prep_of]	1.0
(dexamethasone,icam-1)	dexamethasone	icam-1	[nsubj, had, dobj, effect, prep_on, expression, nn]	1.0
(dexamethasone,icam-1)	dexamethasone	icam-1	[prep_on, expression, nn]	1.0
(dexamethasone,icam-1)	dexamethasone	icam-1	[nsubj, influence, dobj, expression, nn]	1.0
(dexamethasone,icam-1)	dexamethasone	icam-1	[nsubj, inhibit, dobj, expression, nn]	1.0
(clenbuterol,beta2)	clenbuterol	beta2	[appos, agonist, amod]	1.0
(rosiglitazone,pepck)	rosiglitazone	pepck	[nsubj, induces, dobj, expression, amod]	1.0
(oltipraz,nrf2)	oltipraz	nrf2	[nsubj, increased, prep_in, mice, amod]	1.0
(oltipraz,nrf2)	oltipraz	nrf2	[prep_by, activation, amod]	1.0
(oltipraz,nrf2)	oltipraz	nrf2	[appos, activator, prep_of]	1.0
(doxazosin,alpha1)	doxazosin	alpha1	[appos, blocker, amod]	1.0
(doxazosin,alpha1)	doxazosin	alpha1	[appos, antagonist, amod]	1.0
(cyclosporin,cox-2)	cyclosporin	cox-2	[prep_with, expression, nn]	1.0
(ddavp,p-selectin)	ddavp	p-selectin	[nsubj, induce, dobj, expression, amod]	1.0
(troglitazone,ppargamma)	troglitazone	ppargamma	[prep_by, activation, nn]	1.0
(troglitazone,ppargamma)	troglitazone	ppargamma	[prep_such_as, ligands, nn]	1.0
(troglitazone,ppargamma)	troglitazone	ppargamma	[amod, activity, nn]	1.0
(troglitazone,ppargamma)	troglitazone	ppargamma	[amod, agonists, appos]	1.0
(troglitazone,ppargamma)	troglitazone	ppargamma	[prep_such_as, agonists, nn]	1.0
(troglitazone,ppargamma)	troglitazone	ppargamma	[appos, ligand, prep_for]	1.0
(troglitazone,ppargamma)	troglitazone	ppargamma	[nsubj, induces, dobj, expression, prep_of]	1.0
(troglitazone,ppargamma)	troglitazone	ppargamma	[dep, agonists, nn]	1.0
(troglitazone,ppargamma)	troglitazone	ppargamma	[prep_of, effect, nsubjpass, mediated, agent]	1.0
(troglitazone,ppargamma)	troglitazone	ppargamma	[amod, activators, nn]	1.0
(troglitazone,ppargamma)	troglitazone	ppargamma	[appos, agonists, nn]	1.0
(troglitazone,ppargamma)	troglitazone	ppargamma	[appos, activator, nn]	1.0
(troglitazone,ppargamma)	troglitazone	ppargamma	[nsubj, agonist, nn]	1.0
(troglitazone,ppargamma)	troglitazone	ppargamma	[nsubj, increased, dobj, activity, nn]	1.0
(troglitazone,ppargamma)	troglitazone	ppargamma	[agent, increased, nsubjpass, expression, nn]	1.0
(troglitazone,ppargamma)	troglitazone	ppargamma	[amod, gamma, appos]	1.0
(troglitazone,ppargamma)	troglitazone	ppargamma	[agent, activation, partmod]	1.0
(troglitazone,ppargamma)	troglitazone	ppargamma	[appos, ligand, nn]	1.0
(troglitazone,ppargamma)	troglitazone	ppargamma	[appos, ligands, prep_for]	1.0
(troglitazone,ppargamma)	troglitazone	ppargamma	[amod, expression, appos]	1.0
(troglitazone,ppargamma)	troglitazone	ppargamma	[appos, agonist, prep_of]	1.0
(troglitazone,ppargamma)	troglitazone	ppargamma	[appos, antagonist, nn]	1.0
(troglitazone,ppargamma)	troglitazone	ppargamma	[prep_by, expression, nn]	1.0
(troglitazone,ppargamma)	troglitazone	ppargamma	[appos, agonist, nn]	1.0
(troglitazone,ppargamma)	troglitazone	ppargamma	[amod, agonist, appos]	1.0
(troglitazone,ppargamma)	troglitazone	ppargamma	[appos, ligand, prep_of]	1.0
(curcumin,ho-1)	curcumin	ho-1	[nsubj, stimulates, dobj, activity, amod]	1.0
(curcumin,ho-1)	curcumin	ho-1	[nsubj, increased, dobj]	1.0
(curcumin,ho-1)	curcumin	ho-1	[nsubj, increased, dobj, expression, amod]	1.0
(curcumin,ho-1)	curcumin	ho-1	[nsubj, inducer, prep_of]	1.0
(curcumin,ho-1)	curcumin	ho-1	[xsubj, induce, dobj, expression, amod]	1.0
(curcumin,ho-1)	curcumin	ho-1	[prep_by, induction, nn]	1.0
(curcumin,ho-1)	curcumin	ho-1	[nsubj, induce, dobj, expression, nn]	1.0
(curcumin,ho-1)	curcumin	ho-1	[xsubj, induce, dobj]	1.0
(curcumin,ho-1)	curcumin	ho-1	[dobj, using, partmod]	1.0
(curcumin,ho-1)	curcumin	ho-1	[prep_of, action, prep_in]	1.0
(curcumin,ho-1)	curcumin	ho-1	[nsubj, induced, dobj, expression, nn]	1.0
(curcumin,ho-1)	curcumin	ho-1	[prep_on, activity, nn]	1.0
(curcumin,ho-1)	curcumin	ho-1	[nsubj, upregulated, dobj]	1.0
(curcumin,ho-1)	curcumin	ho-1	[nsubj, induces, dobj]	1.0
(propofol,beta-endorphin)	propofol	beta-endorphin	[nsubj, inhibited, dobj, secretion, prep_of]	1.0
(dexamethasone,atrogin-1)	dexamethasone	atrogin-1	[nsubj, increased, dobj]	1.0
(dexamethasone,atrogin-1)	dexamethasone	atrogin-1	[nsubj, increased, dobj, expression, amod]	1.0
(dexamethasone,atrogin-1)	dexamethasone	atrogin-1	[amod, treatment, nsubj, increased, dobj, expression, amod]	1.0
(pge2,egr-1)	pge2	egr-1	[amod, levels, nn]	1.0
(resveratrol,atf3)	resveratrol	atf3	[amod, expression, nn]	1.0
(resveratrol,atf3)	resveratrol	atf3	[nsubj, induces, dobj, expression, amod]	1.0
(indomethacin,crth2)	indomethacin	crth2	[prep_of, effects, dobj, investigated, prep_on, expression, amod]	1.0
(indomethacin,crth2)	indomethacin	crth2	[agent, activated, nsubjpass]	1.0
(paclitaxel,tlr4)	paclitaxel	tlr4	[appos, ligand, prep_of]	1.0
(pertuzumab,erbb2)	pertuzumab	erbb2	[nsubj, binds, prep_to]	1.0
(ethionamide,etha)	ethionamide	etha	[amod, resistance, appos]	1.0
(dexamethasone,cyp2e1)	dexamethasone	cyp2e1	[agent, induction, partmod]	1.0
(dexamethasone,cyp2e1)	dexamethasone	cyp2e1	[agent, suppressed, nsubjpass, expression, prep_of]	1.0
(dexamethasone,cyp2e1)	dexamethasone	cyp2e1	[nsubj, increased, dobj, level, amod]	1.0
(gp120,ifn-gamma)	gp120	ifn-gamma	[prep_in, presence, prep_of]	1.0
(pge2,vegf)	pge2	vegf	[nsubj, stimulated, dobj, expression, amod]	1.0
(pge2,vegf)	pge2	vegf	[nsubj, increases, dobj, expression, prep_of]	1.0
(pge2,vegf)	pge2	vegf	[nsubj, stimulates, dobj, expression, amod]	1.0
(pge2,vegf)	pge2	vegf	[nsubj, stimulates, dobj, expression, nn]	1.0
(pge2,vegf)	pge2	vegf	[nsubj, increases, dobj]	1.0
(pge2,vegf)	pge2	vegf	[prep_by, expression, amod]	1.0
(pge2,vegf)	pge2	vegf	[nsubj, increased, dobj, mrna, nn]	1.0
(pge2,vegf)	pge2	vegf	[amod, regulation, prep_of]	1.0
(pge2,vegf)	pge2	vegf	[nsubj, induced, dobj]	1.0
(pge2,vegf)	pge2	vegf	[nn, induced, nsubj]	1.0
(pge2,vegf)	pge2	vegf	[appos, factor, appos]	1.0
(imatinib,hoct1)	imatinib	hoct1	[nsubj, substrate, prep_for]	1.0
(filgrastim,lenograstim)	filgrastim	lenograstim	[prep_than, potent, nsubj]	1.0
(filgrastim,lenograstim)	filgrastim	lenograstim	[prep_with, treated, prep_with]	1.0
(filgrastim,lenograstim)	filgrastim	lenograstim	[dobj, compared, prep_with]	1.0
(lenograstim,filgrastim)	lenograstim	filgrastim	[nsubj, potent, prep_than]	1.0
(lenograstim,filgrastim)	lenograstim	filgrastim	[prep_with, treated, prep_with]	1.0
(pioglitazone,ppar)	pioglitazone	ppar	[dep, agonist, amod]	1.0
(pioglitazone,ppar)	pioglitazone	ppar	[prep_such_as, agonists, amod]	1.0
(pioglitazone,ppar)	pioglitazone	ppar	[dep, agonist, nn]	1.0
(pioglitazone,ppar)	pioglitazone	ppar	[nsubj, agonist, appos]	1.0
(pioglitazone,ppar)	pioglitazone	ppar	[appos, receptor, appos]	1.0
(pioglitazone,ppar)	pioglitazone	ppar	[appos, ligands, amod]	1.0
(pioglitazone,ppar)	pioglitazone	ppar	[appos, agonist, amod]	1.0
(pioglitazone,ppar)	pioglitazone	ppar	[appos, agonist, nn]	1.0
(octreotide,vegf)	octreotide	vegf	[nsubj, inhibits, dobj, expression, prep_of]	1.0
(octreotide,vegf)	octreotide	vegf	[agent, inhibited, nsubjpass, expression, amod]	1.0
(octreotide,vegf)	octreotide	vegf	[prep_on, expression, nn]	1.0
(geldanamycin,hsp70)	geldanamycin	hsp70	[xsubj, induce, dobj, expression, prep_of]	1.0
(corticosteroids,pprom)	corticosteroids	pprom	[prep_in, management, prep_of]	1.0
(paclitaxel,vegf)	paclitaxel	vegf	[amod, factor, appos]	1.0
(paclitaxel,vegf)	paclitaxel	vegf	[nsubj, suppressed, dobj, expression, prep_of]	1.0
(epirubicin,filgrastim)	epirubicin	filgrastim	[prep_with, support, nn]	1.0
(nebivolol,enos)	nebivolol	enos	[xsubj, increase, dobj, activity, amod]	1.0
(minocycline,fmr1)	minocycline	fmr1	[prep_with, treated, partmod, mice, amod]	1.0
(minocycline,fmr1)	minocycline	fmr1	[prep_with, mice, amod]	1.0
(il-2,csf-1)	il-2	csf-1	[appos, ngf, appos]	1.0
(gm-csf,flt3l)	gm-csf	flt3l	[appos, factor, appos]	1.0
(losartan,cyp3a4)	losartan	cyp3a4	[prep_of, metabolism, amod]	1.0
(modafinil,orexin)	modafinil	orexin	[nsubj, increased, prep_in, mice, amod]	1.0
(succinylcholine,nachr)	succinylcholine	nachr	[nsubj, activates, dobj]	1.0
(succinylcholine,nachr)	succinylcholine	nachr	[nsubj, activate, dobj]	1.0
(coumarin,cyp3a4)	coumarin	cyp3a4	[nsubjpass, metabolized, agent]	1.0
(mifepristone,cox-1)	mifepristone	cox-1	[nsubj, affect, dobj, expression, prep_of]	1.0
(quetiapine,cyp3a4)	quetiapine	cyp3a4	[nsubjpass, metabolised, agent]	1.0
(quetiapine,cyp3a4)	quetiapine	cyp3a4	[nsubjpass, metabolized, agent]	1.0
(octreotide,calcitonin)	octreotide	calcitonin	[prep_on, secretion, nn]	1.0
(octreotide,calcitonin)	octreotide	calcitonin	[prep_on, secretion, amod]	1.0
(rapamycin,pten)	rapamycin	pten	[prep_of, target, appos]	1.0
(rapamycin,pten)	rapamycin	pten	[prep_in, cells, amod]	1.0
(il-2,il2r)	il-2	il2r	[nn, gene, appos]	1.0
(il-2,il2r)	il-2	il2r	[nn, receptors, appos]	1.0
(il-2,il2r)	il-2	il2r	[nn, receptor, appos]	1.0
(tolbutamide,cyp2c)	tolbutamide	cyp2c	[appos, substrate, prep_for]	1.0
(tolbutamide,cyp2c)	tolbutamide	cyp2c	[appos, substrate, prep_of]	1.0
(tolbutamide,cyp2c)	tolbutamide	cyp2c	[appos, substrate, amod]	1.0
(tolbutamide,cyp2c)	tolbutamide	cyp2c	[amod, metabolism, appos]	1.0
(imatinib,c-abl)	imatinib	c-abl	[nsubj, inhibitor, prep_of]	1.0
(imatinib,c-abl)	imatinib	c-abl	[amod, inhibition, prep_of, activity, amod]	1.0
(imatinib,c-abl)	imatinib	c-abl	[nsubj, inhibits, dobj]	1.0
(imatinib,c-abl)	imatinib	c-abl	[appos, inhibitor, prep_of, kinase, amod]	1.0
(imatinib,c-abl)	imatinib	c-abl	[amod, inhibitors, amod]	1.0
(imatinib,c-abl)	imatinib	c-abl	[nsubj, blocks, dobj]	1.0
(imatinib,c-abl)	imatinib	c-abl	[nsubj, inhibits, dobj, activation, prep_of]	1.0
(succinyldicholine,cholinesterase)	succinyldicholine	cholinesterase	[nsubj, substrate, prep_for]	1.0
(fluvastatin,nf-kappab)	fluvastatin	nf-kappab	[nsubj, suppressed, dobj, activation, amod]	1.0
(naloxone,cgrp)	naloxone	cgrp	[nsubj, inhibited, dobj, release, nn]	1.0
(ng-monomethyl-l-arginine,inos)	ng-monomethyl-l-arginine	inos	[appos, inhibitor, prep_of]	1.0
(ng-monomethyl-l-arginine,inos)	ng-monomethyl-l-arginine	inos	[appos, inhibitor, prep_for]	1.0
(ng-monomethyl-l-arginine,inos)	ng-monomethyl-l-arginine	inos	[appos, inhibitor, amod]	1.0
(ng-monomethyl-l-arginine,inos)	ng-monomethyl-l-arginine	inos	[nn, synthase, appos]	1.0
(cisplatin,caspase-9)	cisplatin	caspase-9	[partmod, induced, dobj, activation, prep_of]	1.0
(cisplatin,caspase-8)	cisplatin	caspase-8	[nsubj, increased, dobj, activity, amod]	1.0
(cisplatin,caspase-8)	cisplatin	caspase-8	[nsubj, activated, acomp]	1.0
(resveratrol,mtor)	resveratrol	mtor	[nsubj, inhibited, dobj]	1.0
(resveratrol,mtor)	resveratrol	mtor	[prep_of, effect, dobj, examined, prep_on]	1.0
(donepezil,igf-i)	donepezil	igf-i	[amod, increases, nsubj]	1.0
(donepezil,igf-i)	donepezil	igf-i	[nsubj, increases, dobj, levels, amod]	1.0
(hyaluronan,aggrecan)	hyaluronan	aggrecan	[prep_with, interacts, nsubj]	1.0
(hyaluronan,aggrecan)	hyaluronan	aggrecan	[nn, synthase, appos]	1.0
(nadh,sir2)	nadh	sir2	[nsubj, inhibitor, prep_of]	1.0
(citalopram,sert)	citalopram	sert	[nn, binding, appos]	1.0
(citalopram,sert)	citalopram	sert	[appos, inhibitor, prep_for]	1.0
(citalopram,sert)	citalopram	sert	[appos, inhibitor, amod]	1.0
(citalopram,sert)	citalopram	sert	[prep_by, blockade, amod]	1.0
(citalopram,sert)	citalopram	sert	[nn, treatment, prep_during]	1.0
(il-1rn,il-1ra)	il-1rn	il-1ra	[appos, gene, nn]	1.0
(il-1rn,il-1ra)	il-1rn	il-1ra	[prep_on, production, nn]	1.0
(il-1ra,il-1rn)	il-1ra	il-1rn	[nn, gene, appos]	1.0
(estradiol,tebg)	estradiol	tebg	[nn, globulin, appos]	1.0
(capsaicin,cyclooxygenase-2)	capsaicin	cyclooxygenase-2	[prep_in, expression, amod]	1.0
(capsaicin,cyclooxygenase-2)	capsaicin	cyclooxygenase-2	[nsubj, inhibited, dobj, expression, prep_of]	1.0
(capsaicin,cyclooxygenase-2)	capsaicin	cyclooxygenase-2	[partmod, induced, dobj, expression, amod]	1.0
(alendronate,mmp-9)	alendronate	mmp-9	[nsubj, inhibited, dobj]	1.0
(flurbiprofen,cox-1)	flurbiprofen	cox-1	[dep, inhibitors, appos]	1.0
(flurbiprofen,cox-1)	flurbiprofen	cox-1	[nsubj, inhibited, dobj, activity, nn]	1.0
(flurbiprofen,cox-2)	flurbiprofen	cox-2	[prep_with, mice, nn]	1.0
(imipramine,fmo1)	imipramine	fmo1	[nsubj, substrates, prep_for]	1.0
(imipramine,fmo1)	imipramine	fmo1	[prep_by, activity, amod]	1.0
(l-dopa,ghrh)	l-dopa	ghrh	[prep_to, respond, nsubj]	1.0
(azathioprine,etanercept)	azathioprine	etanercept	[dep, corticosteroids, amod, plasmapheresis, appos]	1.0
(alendronate,mmp-2)	alendronate	mmp-2	[nsubj, reduced, dobj, level, prep_of]	1.0
(alendronate,mmp-2)	alendronate	mmp-2	[amod, secretion, nn]	1.0
(alendronate,mmp-2)	alendronate	mmp-2	[nsubj, inhibited, dobj, activity, nn]	1.0
(alendronate,mmp-2)	alendronate	mmp-2	[xsubj, inhibit, dobj, activity, nn]	1.0
(valganciclovir,pept1)	valganciclovir	pept1	[nsubj, substrate, prep_of]	1.0
(norepinephrine,gnrh)	norepinephrine	gnrh	[nn, stimulates, nsubj]	1.0
(norepinephrine,gnrh)	norepinephrine	gnrh	[amod, hormone, appos]	1.0
(norepinephrine,gnrh)	norepinephrine	gnrh	[nsubj, stimulated, dobj, release, amod]	1.0
(norepinephrine,gnrh)	norepinephrine	gnrh	[prep_on, hormone, appos]	1.0
(spermine,ck-1)	spermine	ck-1	[agent, activated, nsubjpass]	1.0
(cisplatin,caspase-3)	cisplatin	caspase-3	[prep_with, induced, nsubjpass, expression, amod]	1.0
(cisplatin,caspase-3)	cisplatin	caspase-3	[nsubj, activated, dobj]	1.0
(cisplatin,caspase-3)	cisplatin	caspase-3	[nsubj, induced, dobj, activation, prep_of]	1.0
(cisplatin,caspase-3)	cisplatin	caspase-3	[amod, activation, amod]	1.0
(cisplatin,caspase-3)	cisplatin	caspase-3	[agent, induced, partmod, activation, amod]	1.0
(cisplatin,caspase-3)	cisplatin	caspase-3	[prep_by, activation, amod]	1.0
(cisplatin,caspase-3)	cisplatin	caspase-3	[nsubj, induced, dobj]	1.0
(cisplatin,caspase-3)	cisplatin	caspase-3	[nsubj, activated, acomp]	1.0
(cisplatin,caspase-3)	cisplatin	caspase-3	[amod, activation, nn]	1.0
(atorvastatin,oatp1b1)	atorvastatin	oatp1b1	[nsubj, substrates, prep_of]	1.0
(cisplatin,caspase-2)	cisplatin	caspase-2	[nsubj, induces, dobj, activation, prep_of]	1.0
(urokinase,cd87)	urokinase	cd87	[amod, activator, appos]	1.0
(urokinase,cd87)	urokinase	cd87	[dobj, receptor, appos]	1.0
(urokinase,cd87)	urokinase	cd87	[amod, receptor, appos]	1.0
(urokinase,cd87)	urokinase	cd87	[nn, receptor, amod]	1.0
(urokinase,cd87)	urokinase	cd87	[nn, receptor, appos]	1.0
(rapamycin,huntingtin)	rapamycin	huntingtin	[nsubj, reduced, dobj, levels, prep_of]	1.0
(rapamycin,huntingtin)	rapamycin	huntingtin	[prep_of, target, appos]	1.0
(arsenite,hsp27)	arsenite	hsp27	[prep_by, induction, amod]	1.0
(propofol,ho-1)	propofol	ho-1	[prep_of, effect, appos]	1.0
(propofol,ho-1)	propofol	ho-1	[nsubj, increased, dobj, expression, prep_of, mrna, nn]	1.0
(dexamethasone,parp)	dexamethasone	parp	[nn, induced, nsubj]	1.0
(progestogens,gnrh)	progestogens	gnrh	[appos, analog, amod]	1.0
(resveratrol,ampk)	resveratrol	ampk	[prep_by, activation, nn]	1.0
(resveratrol,ampk)	resveratrol	ampk	[amod, activators, nn]	1.0
(resveratrol,ampk)	resveratrol	ampk	[appos, activator, nn]	1.0
(resveratrol,ampk)	resveratrol	ampk	[agent, activation, partmod]	1.0
(resveratrol,ampk)	resveratrol	ampk	[amod, activation, prep_of]	1.0
(resveratrol,ampk)	resveratrol	ampk	[prep_of, effects, nsubjpass, mediated, agent]	1.0
(resveratrol,ampk)	resveratrol	ampk	[nsubj, activate, dobj]	1.0
(resveratrol,ampk)	resveratrol	ampk	[amod, activated, nsubj]	1.0
(ketoconazole,cyp51)	ketoconazole	cyp51	[appos, inhibitor, nn]	1.0
(ketoconazole,cyp51)	ketoconazole	cyp51	[appos, inhibitor, prep_of]	1.0
(pge2,ccr7)	pge2	ccr7	[nsubj, induce, dobj, expression, amod]	1.0
(mirtazapine,bdnf)	mirtazapine	bdnf	[amod, treatment, prep_after]	1.0
(clofibrate,pparalpha)	clofibrate	pparalpha	[appos, agonist, appos]	1.0
(clofibrate,pparalpha)	clofibrate	pparalpha	[appos, activator, nn]	1.0
(clofibrate,pparalpha)	clofibrate	pparalpha	[nsubj, agonist, nn]	1.0
(clofibrate,pparalpha)	clofibrate	pparalpha	[appos, ligand, nn]	1.0
(clofibrate,pparalpha)	clofibrate	pparalpha	[appos, agonist, nn]	1.0
(captopril,kallikrein)	captopril	kallikrein	[nsubj, potentiated, dobj, effect, prep_of]	1.0
(topiramate,cgrp)	topiramate	cgrp	[nsubj, inhibited, ccomp]	1.0
(topiramate,cgrp)	topiramate	cgrp	[prep_by, release, nn]	1.0
(topiramate,cgrp)	topiramate	cgrp	[amod, peptide, appos]	1.0
(desferrioxamine,hif-1alpha)	desferrioxamine	hif-1alpha	[nsubj, increased, dobj, mrna, nn]	1.0
(g-csf,fmlp)	g-csf	fmlp	[nn, alpha, appos]	1.0
(ketoconazole,cyp3a)	ketoconazole	cyp3a	[prep_such_as, inhibitors, nn]	1.0
(ketoconazole,cyp3a)	ketoconazole	cyp3a	[amod, inhibition, prep_of]	1.0
(ketoconazole,cyp3a)	ketoconazole	cyp3a	[appos, inhibitor, nn]	1.0
(ketoconazole,cyp3a)	ketoconazole	cyp3a	[appos, inhibitor, prep_of]	1.0
(ketoconazole,cyp3a)	ketoconazole	cyp3a	[appos, inhibitors, nn]	1.0
(ketoconazole,cyp3a)	ketoconazole	cyp3a	[appos, inhibitors, num]	1.0
(ketoconazole,cyp3a)	ketoconazole	cyp3a	[nsubj, inhibitor, prep_of]	1.0
(ketoconazole,cyp3a)	ketoconazole	cyp3a	[nsubj, decreased, dobj, activity, amod]	1.0
(ketoconazole,cyp3a)	ketoconazole	cyp3a	[prep_such_as, inhibitors, prep_of]	1.0
(ketoconazole,cyp3a)	ketoconazole	cyp3a	[nsubj, inhibitor, nn]	1.0
(ketoconazole,cyp3a)	ketoconazole	cyp3a	[appos, inhibitor, amod]	1.0
(ketoconazole,cyp3a)	ketoconazole	cyp3a	[appos, inhibitors, amod]	1.0
(ketoconazole,cyp3a)	ketoconazole	cyp3a	[prep_by, expression, nn]	1.0
(lapatinib,her1)	lapatinib	her1	[appos, inhibitor, nn]	1.0
(lapatinib,her1)	lapatinib	her1	[appos, inhibitor, prep_of]	1.0
(lapatinib,her1)	lapatinib	her1	[nsubj, inhibitor, prep_of]	1.0
(lapatinib,her1)	lapatinib	her1	[xsubj, treat, dobj]	1.0
(lapatinib,her1)	lapatinib	her1	[agent, inhibited, nsubjpass]	1.0
(lapatinib,her2)	lapatinib	her2	[prep_of, levels, nn]	1.0
(lapatinib,her2)	lapatinib	her2	[nsubj, induced, dobj, expression, amod]	1.0
(lapatinib,her2)	lapatinib	her2	[dobj, inhibitors, nsubj]	1.0
(lapatinib,her2)	lapatinib	her2	[appos, inhibitor, prep_of, receptor, appos]	1.0
(lapatinib,her2)	lapatinib	her2	[appos, inhibitor, prep_of]	1.0
(lapatinib,her2)	lapatinib	her2	[nsubj, inhibitor, prep_of]	1.0
(lapatinib,her2)	lapatinib	her2	[appos, inhibitor, amod]	1.0
(lapatinib,her2)	lapatinib	her2	[prep_such_as, inhibitors, num]	1.0
(lapatinib,her2)	lapatinib	her2	[prep_to, resistant, nsubj, cells, nn]	1.0
(lapatinib,her2)	lapatinib	her2	[nsubj, inhibited, dobj, phosphorylation, amod]	1.0
(lapatinib,her2)	lapatinib	her2	[nsubj, increased, dobj, levels, prep_of]	1.0
(lapatinib,her2)	lapatinib	her2	[appos, inhibitor, num]	1.0
(lapatinib,her2)	lapatinib	her2	[nsubj, inhibited, dobj, phosphorylation, prep_of]	1.0
(cisplatin,chk1)	cisplatin	chk1	[xsubj, cells, amod]	1.0
(bleomycin,gm-csf)	bleomycin	gm-csf	[nsubj, increased, dobj, release, amod]	1.0
(pge2,il-13)	pge2	il-13	[amod, production, dobj, inhibited, nsubj]	1.0
(pge2,il-13)	pge2	il-13	[nn, production, dobj, inhibited, nsubj]	1.0
(tranylcypromine,cyp2a6)	tranylcypromine	cyp2a6	[nsubj, inhibitor, nn]	1.0
(dexamethasone,secretagogin)	dexamethasone	secretagogin	[amod, treatment, prep_after]	1.0
(pge2,il-15)	pge2	il-15	[prep_on, production, nn]	1.0
(pge2,il-10)	pge2	il-10	[prep_to, response, prep_in]	1.0
(pge2,il-10)	pge2	il-10	[nsubj, inducer, prep_of]	1.0
(pge2,il-10)	pge2	il-10	[amod, production, dobj, inhibited, nsubj]	1.0
(pge2,il-10)	pge2	il-10	[amod, production, prep_by]	1.0
(pge2,il-10)	pge2	il-10	[prep_of, levels, appos]	1.0
(pge2,il-10)	pge2	il-10	[nn, production, dobj, inhibited, nsubj]	1.0
(pge2,il-10)	pge2	il-10	[nsubj, induced, dobj, mrna, nn]	1.0
(pge2,il-10)	pge2	il-10	[prep_to, response, nn]	1.0
(metformin,hoct1)	metformin	hoct1	[nsubj, substrate, prep_of]	1.0
(paclitaxel,il-10)	paclitaxel	il-10	[amod, group, prep_in, increased, nsubj]	1.0
(cisplatin,nf-kappab)	cisplatin	nf-kappab	[agent, induced, partmod]	1.0
(cisplatin,nf-kappab)	cisplatin	nf-kappab	[nsubj, induced, dobj, activation, amod]	1.0
(pge2,il-17)	pge2	il-17	[amod, production, amod]	1.0
(pge2,il-18)	pge2	il-18	[appos, interleukin, appos]	1.0
(nadh,mononucleotide)	nadh	mononucleotide	[prep_of, binding, amod]	1.0
(nadh,mononucleotide)	nadh	mononucleotide	[nsubj, reduce, dobj]	1.0
(citrulline,inos)	citrulline	inos	[xsubj, expression, nn]	1.0
(citrulline,inos)	citrulline	inos	[xsubj, activity, nn]	1.0
(simvastatin,pparalpha)	simvastatin	pparalpha	[nsubj, increased, dobj]	1.0
(simvastatin,pparalpha)	simvastatin	pparalpha	[amod, activity, nn]	1.0
(simvastatin,pparalpha)	simvastatin	pparalpha	[amod, activity, prep_of]	1.0
(pge2,gm-csf)	pge2	gm-csf	[prep_by, expression, amod]	1.0
(pge2,gm-csf)	pge2	gm-csf	[nsubj, enhanced, dobj]	1.0
(paracetamol,cyclooxygenase-2)	paracetamol	cyclooxygenase-2	[dep, inhibitors, amod]	1.0
(metformin,mate1)	metformin	mate1	[appos, substrate, prep_of]	1.0
(metformin,mate1)	metformin	mate1	[prep_in, mice, amod]	1.0
